404621207.8340244,411754066.0922772,418730565.00149083,425543009.98629093
411754066.0922772,418730565.00149083,425543009.98629093,432183608.6700486
418730565.00149083,425543009.98629093,432183608.6700486,438317275.9515105
425543009.98629093,432183608.6700486,438317275.9515105,444275515.8886596
432183608.6700486,438317275.9515105,444275515.8886596,450065415.42271346
438317275.9515105,444275515.8886596,450065415.42271346,455694002.08068097
444275515.8886596,450065415.42271346,455694002.08068097,461168244.1785215
450065415.42271346,455694002.08068097,461168244.1785215,465440384.8238102
455694002.08068097,461168244.1785215,465440384.8238102,470059682.08423173
461168244.1785215,465440384.8238102,470059682.08423173,474558036.1212608
465440384.8238102,470059682.08423173,474558036.1212608,478951681.17506874
470059682.08423173,474558036.1212608,478951681.17506874,483256852.35313606
474558036.1212608,478951681.17506874,483256852.35313606,490512455.62855816
478951681.17506874,483256852.35313606,490512455.62855816,497687300.48849493
483256852.35313606,490512455.62855816,497687300.48849493,504805813.1878938
490512455.62855816,497687300.48849493,504805813.1878938,511877925.1627295
497687300.48849493,504805813.1878938,511877925.1627295,518913574.3653788
504805813.1878938,511877925.1627295,518913574.3653788,532796447.66909903
511877925.1627295,518913574.3653788,532796447.66909903,546568817.4455643
518913574.3653788,532796447.66909903,546568817.4455643,560258575.9904188
