374335040.0380707,382281719.651692,390089082.3150825,397752214.6769483
382281719.651692,390089082.3150825,397752214.6769483,405266161.42883927
390089082.3150825,397752214.6769483,405266161.42883927,412298730.1052248
397752214.6769483,405266161.42883927,412298730.1052248,419162815.3612384
405266161.42883927,412298730.1052248,419162815.3612384,425865231.1523036
412298730.1052248,419162815.3612384,425865231.1523036,432412745.3192194
419162815.3612384,425865231.1523036,432412745.3192194,438812079.7361264
425865231.1523036,432412745.3192194,438812079.7361264,444015244.2581235
432412745.3192194,438812079.7361264,444015244.2581235,449515476.1608095
438812079.7361264,444015244.2581235,449515476.1608095,454865177.9558853
444015244.2581235,449515476.1608095,454865177.9558853,460077611.0356637
449515476.1608095,454865177.9558853,460077611.0356637,465166041.6056514
454865177.9558853,460077611.0356637,465166041.6056514,473166410.688755
460077611.0356637,465166041.6056514,473166410.688755,481052065.6129731
465166041.6056514,473166410.688755,481052065.6129731,488844083.0322417
473166410.688755,481052065.6129731,488844083.0322417,496549588.32780766
481052065.6129731,488844083.0322417,496549588.32780766,504175714.0858428
488844083.0322417,496549588.32780766,504175714.0858428,518603342.5042038
496549588.32780766,504175714.0858428,518603342.5042038,532920457.6404248
504175714.0858428,518603342.5042038,532920457.6404248,547153398.1910359
