15596977.2,16218144.469088448,15713993.00391969,15210485.8170628,14707622.19586688,14205401.42863453,13703822.804619692,13326833.907103818,12950244.743382785,12574054.983285272,12198264.296939569,11822872.35477316,11686938.039623374,11550543.872090884,11413690.851444062,11276379.975467196,11138612.240462482,11164896.507745348,11188878.85836083,11210563.09853521,11229953.029643085,11247052.448213637,11323750.941531057,11378878.834963841,11412470.092382198,11424558.637341844,11415178.353136033,11366980.608326178,11297340.060565583,11206287.369464938,11093853.16367339,10960068.040910507,10766545.240178486,10577192.155596774,10391970.756212024,10210843.087043867,10033771.268968213,9837692.851239115,9660560.623346603,9502182.071480092,9362365.030219933
15596977.2,15577169.038956,16197547.425612707,15694036.232804714,15191168.500075132,14688943.515678128,14187360.568820164,13686418.949657824,13309908.828041796,12933797.93255869,12558085.9334565,12182772.501282454,11807857.306882598,11672095.628313053,11535874.681373328,11399195.46406273,11262058.972898353,11124466.202917095,11150717.089180514,11174668.98221071,11196325.68340007,11215690.989295438,11232768.691604406,11309369.777835313,11364427.658843435,11397976.255364873,11410049.447872419,11400681.076627549,11352544.542953605,11282992.438688666,11192055.384505715,11079763.970155522,10946148.754498549,10752871.72772346,10563759.121559167,10378772.953351635,10197875.316323321,10021028.379456624,9825198.981318042,9648291.711354952,9490114.300249312
15596977.2,15577169.038956,15557386.034276526,16176976.540382177,15674104.806789052,15171875.716080036,14670288.557413217,14169342.620897762,13669037.19759176,13293005.243830182,12917372.009184338,12542137.16432101,12167300.380205825,11792861.328102857,11657272.066865094,11521224.120527983,11384718.48582337,11247756.158002773,11110338.13083939,11136555.678477254,11160477.152603304,11182106.349782152,11201447.061739035,11218503.075366069,11295006.87821746,11349994.835716706,11383500.82552056,11395558.685073622,11386202.211660232,11338126.811384054,11268663.038291533,11177841.474167395,11065692.669913426,10932247.145580336,10739215.580629252,10550343.147474788,10365591.911700878,10184924.01467159,10008301.673414715,9812720.978611767,9636038.380881533
15596977.2,15577169.038956,15557386.034276526,15537628.154012993,16156431.780175894,15654198.693684429,15152607.433920614,14651657.290945303,14151347.555769224,13651677.520350818,13276123.127170518,12900966.946732674,12526208.650122322,12151847.908722963,11777884.394216165,11642467.331340175,11506592.16589491,11370259.893346377,11233471.50768211,11096228.001413226,11122412.252765588,11146303.346619498,11167905.07471793,11187221.223970626,11204255.576460354,11280662.219482124,11335580.342275346,11369043.779472148,11381086.325543579,11371741.734851424,11323727.390333597,11254351.8362329,11163645.615495201,11051639.240222637,10918363.19170545,10725576.776841853,10536944.211677495,10352427.609973017,10171989.161172956,9995591.130289476,9800258.82296893
15596977.2,15577169.038956,15557386.034276526,15537628.154012993,15517895.366257396,16135913.11181507,15634317.86134345,15133363.622479536,14633049.686185801,14133375.344373398,13634339.889899973,13259262.450799014,12884582.718710326,12510300.365136668,12136415.061878886,11762926.48103551,11627681.397829372,11491978.793844227,11355819.663281828,11219204.998867353,11082135.791851431,11108286.789204575,11132147.541369291,11153721.835273039,11173013.453016184,11190026.171878248,11266335.778463382,11321184.155240657,11354605.09387222,11366632.345910136,11357299.622848164,11309346.256547872,11240058.809400886,11149467.785563521,11037603.658387555,10904496.870451983,10711955.294335265,10523562.292528665,10339280.026908353,10159070.734938268,9982896.729554009
14188400.8,15577169.038956,15557386.034276526,15537628.154012993,15517895.366257396,15498187.639142249,16115420.502163067,15614462.277659543,15114144.250678986,14614465.713084346,14115425.957686042,13617024.278239802,13242423.1874865,12868219.298657563,12494412.283672944,12121001.814750299,11747987.564404596,11612914.24245413,11477383.980776044,11341397.77230946,11204956.608518794,11068061.47939578,11094179.264982287,11118009.713991754,11139556.608542241,11158823.725930851,11175814.838639963,11252027.532024734,11306806.251363501,11340184.745403003,11352196.722830832,11342875.852327146,11294983.386802057,11225783.934712946,11135307.961475857,11023585.901741404,10890648.15942651,10698351.111111458,10510197.368417155,10326149.141274178,10146168.715104897
14188400.8,14170381.530984,15557386.034276526,15537628.154012993,15517895.366257396,15498187.639142249,15478504.940840539,16094953.91812532,15594631.910566917,15094949.287480626,14595905.34162873,14097499.366719782,13599730.657406438,13225605.310038392,12851876.660148267,12478544.38007268,12105608.142445568,11733067.6201978,11598165.841366213,11462807.703120459,11326994.197138626,11190726.313625973,11054005.041316949,11080089.657315757,11103889.841654982,11125409.371649392,11144652.01979892,11161621.55379489,11237737.457059063,11292446.60742427,11325782.71077634,11337779.432992836,11328470.399994692,11280638.75790082,11211527.189115861,11121166.120364781,11009585.94764619,10876817.036264038,10684764.205200348,10496849.417759266,10313034.93186476
14188400.8,14170381.530984,14152385.146439651,15537628.154012993,15517895.366257396,15498187.639142249,15478504.940840539,15458847.239565672,16074513.3266493,15574826.728040498,15075778.701885525,14577368.541844862,14079595.542524047,13582458.99947153,13208808.791294642,12835554.776789878,12462696.628709987,12090234.020104662,11718166.62432015,11583436.170747679,11448249.937337495,11312608.914508259,11176514.091207668,11039966.454914477,11066017.943450967,11089787.901556082,11111280.1017474,11130498.311733775,11147446.294421572,11223465.5304886,11278105.200232841,11311398.966733655,11323380.453112938,11314083.242586698,11266312.346678283,11197288.549585685,11107042.23939192,10995603.773492679,10863003.478627982,10671194.554659743,10483518.41899871
14188400.8,14170381.530984,14152385.146439651,14134411.617303673,15517895.366257396,15498187.639142249,15478504.940840539,15458847.239565672,15439214.503571425,16054098.694724455,15555046.698095884,15056632.46293413,14558855.283796718,14061714.456185043,13565209.276542202,13192033.604129698,12819253.622223355,12446869.003991526,12074879.42289913,11703284.552707264,11568725.20681083,11433710.659917077,11298241.901186833,11162319.918311834,11025945.697516736,11051964.100662785,11075703.870921105,11097168.77601818,11116362.578877874,11133289.037627656,11209211.729264878,11263782.006628547,11297033.490045903,11308999.759937484,11299714.356868614,11252004.129998002,11183067.993127711,11092936.295747891,10981639.356700346,10849207.464210127,10657642.137575326
14188400.8,14170381.530984,14152385.146439651,14134411.617303673,14116460.914549697,15498187.639142249,15478504.940840539,15458847.239565672,15439214.503571425,15419606.701151889,16033709.989382155,15535291.788789304,15037510.539706204,14540365.537586294,14043856.07882569,13547981.460760992,13175279.721452452,12802973.17012313,12431061.480356455,12059544.32603205,11688421.381325327,11554032.925798181,11419189.847378982,11283893.133972326,11148143.772015579,11011942.74648089,11037928.106254943,11061637.727005035,11083075.371672638,11102244.7984027,11119149.76054987,11194976.030368712,11249477.003480129,11282686.257513545,11294637.330242362,11285363.71963539,11237714.084752902,11168865.49677644,11078848.266652294,10967692.674717335,10835428.970730577
